listing_id,date
90694,2012-10-21
90694,2012-12-12
90694,2013-01-19
90694,2013-01-28
90694,2013-03-15
90694,2013-03-21
90694,2013-04-15
90694,2013-05-13
90694,2013-10-23
90694,2013-10-29
90694,2013-11-12
90694,2013-11-25
90694,2013-11-30
90694,2014-01-02
90694,2014-03-26
90694,2014-04-15
90694,2014-04-27
90694,2014-08-01
90694,2014-08-07
90694,2014-12-22
90694,2014-12-28
90694,2015-02-03
90694,2015-04-05
90694,2015-04-07
90694,2015-04-08
90694,2015-05-07
90694,2015-06-15
90694,2015-06-24
90694,2015-08-20
90694,2015-11-04
90694,2015-12-26
90694,2016-01-02
90694,2017-01-28
90694,2017-08-07
90694,2017-12-28
90694,2019-02-28
90694,2019-07-20
90694,2019-07-23
90694,2019-08-05
90694,2021-05-28
90694,2021-08-16
90694,2022-02-02
90694,2022-05-15
90694,2022-07-06
90694,2022-07-31
90694,2022-10-16
90694,2022-11-24
90694,2022-12-01
90694,2022-12-10
90694,2023-02-11
90694,2023-03-31
90694,2023-04-03
90694,2023-08-15
90694,2023-08-26
90694,2024-06-18
90694,2024-07-14
90694,2024-07-29
90694,2024-08-16
90694,2024-09-01
90769,2011-05-01
90769,2011-05-22
90769,2011-09-08
90769,2011-11-21
90769,2012-02-28
90769,2012-04-29
90769,2012-05-19
90769,2012-07-24
90769,2012-08-04
90769,2012-11-26
90769,2013-03-08
124075,2012-01-19
136438,2012-03-12
136438,2012-04-01
136438,2012-11-23
136438,2013-01-13
136438,2013-02-03
136438,2013-02-26
136438,2013-05-08
136438,2013-07-06
136438,2013-07-24
136438,2014-02-03
136438,2014-06-06
136438,2014-06-21
136438,2014-08-11
136438,2014-08-24
136438,2014-10-21
136438,2015-03-08
136438,2015-03-17
136438,2015-04-25
136438,2015-05-20
136438,2015-07-15
136438,2015-09-07
136438,2015-12-27
136438,2016-01-25
136438,2016-02-06
136438,2016-02-08
136438,2016-03-13
136438,2016-04-06
136438,2016-06-29
136438,2016-10-30
136438,2018-11-14
136438,2019-01-26
136438,2022-03-12
136438,2022-04-27
136438,2022-05-09
136438,2022-05-11
136438,2022-05-13
136438,2022-05-17
136438,2022-05-31
136438,2022-07-02
136438,2022-07-13
136438,2022-08-01
136438,2022-08-08
136438,2022-08-17
136438,2022-08-22
136438,2022-09-20
136438,2022-09-25
136438,2022-09-28
136438,2022-10-05
136438,2022-10-09
136438,2022-10-17
136438,2022-10-24
136438,2022-10-30
136438,2022-11-08
136438,2022-11-26
136438,2022-11-30
136438,2022-12-11
136438,2022-12-17
136438,2022-12-20
136438,2022-12-28
136438,2022-12-31
136438,2023-02-01
136438,2023-02-03
136438,2023-02-05
136438,2023-02-10
136438,2023-02-12
136438,2023-02-19
136438,2023-02-22
136438,2023-03-08
136438,2023-03-09
136438,2023-04-01
136438,2023-04-15
136438,2023-04-16
136438,2023-04-19
136438,2023-04-20
136438,2023-04-30
136438,2023-05-15
136438,2023-05-19
136438,2023-05-26
136438,2023-05-28
136438,2023-06-04
136438,2023-06-13
136438,2023-06-17
136438,2023-06-30
136438,2023-07-10
136438,2023-07-12
136438,2023-07-21
136438,2023-08-02
136438,2023-08-06
136438,2023-08-19
136438,2023-08-26
136438,2023-08-27
136438,2023-09-01
136438,2023-09-02
136438,2023-09-16
136438,2023-09-21
136438,2023-10-09
136438,2023-10-15
136438,2023-10-18
136438,2023-10-23
136438,2023-10-26
136438,2023-11-02
136438,2023-11-08
136438,2023-11-18
136438,2023-11-23
136438,2023-11-25
136438,2023-12-01
136438,2023-12-11
136438,2023-12-13
136438,2024-01-04
136438,2024-01-07
136438,2024-01-10
136438,2024-01-20
136438,2024-01-31
136438,2024-02-04
136438,2024-02-06
136438,2024-02-17
136438,2024-02-22
136438,2024-02-27
136438,2024-02-28
136438,2024-03-01
136438,2024-03-05
136438,2024-03-06
136438,2024-03-10
136438,2024-03-17
136438,2024-03-28
136438,2024-04-07
136438,2024-04-17
136438,2024-04-26
136438,2024-05-12
136438,2024-05-14
136438,2024-06-09
136438,2024-06-15
136438,2024-06-28
136438,2024-07-04
136438,2024-07-11
136438,2024-07-26
136438,2024-08-09
136438,2024-08-15
136438,2024-08-25
136438,2024-09-01
136438,2024-09-10
136438,2024-09-14
136438,2024-10-01
136438,2024-10-09
136438,2024-10-10
136438,2024-10-14
136438,2024-10-17
136438,2024-10-20
136438,2024-10-27
136438,2024-10-31
136438,2024-11-06
136438,2024-11-10
136438,2024-11-16
136438,2024-11-18
136438,2024-11-22
136438,2024-11-24
136438,2024-11-27
136438,2024-11-28
136438,2024-12-05
136438,2024-12-11
142622,2016-10-10
142622,2022-04-16
147552,2015-06-20
147552,2016-05-01
147552,2016-10-16
147552,2018-01-28
147552,2018-04-22
154395,2012-05-12
154395,2012-05-20
154395,2012-05-29
154395,2012-06-05
154395,2012-07-25
154395,2012-09-25
154395,2012-12-16
154395,2013-02-17
154395,2013-03-17
154395,2013-04-02
154395,2013-04-11
154395,2013-06-08
154395,2013-07-27
154395,2013-08-22
154395,2013-09-05
154395,2013-09-10
154395,2013-09-23
154395,2013-10-07
154395,2013-10-23
154395,2013-11-06
154395,2013-11-12
154395,2013-11-27
154395,2013-12-03
154395,2013-12-19
154395,2014-01-11
154395,2014-01-28
154395,2014-02-04
154395,2014-02-18
154395,2014-03-02
154395,2014-03-14
154395,2014-03-24
154395,2014-04-19
154395,2014-05-16
154395,2014-06-11
154395,2014-06-29
154395,2014-07-19
154395,2014-08-03
154395,2014-08-07
154395,2014-08-15
154395,2014-08-24
154395,2014-09-14
154395,2014-11-12
154395,2014-11-24
154395,2014-12-06
154395,2014-12-15
154395,2014-12-31
154395,2015-01-14
154395,2015-01-29
154395,2015-02-18
154395,2015-02-26
154395,2015-04-02
154395,2015-04-13
154395,2015-04-20
154395,2015-04-25
154395,2015-05-06
154395,2015-05-26
154395,2015-06-14
154395,2015-07-09
154395,2015-07-22
154395,2015-07-31
154395,2015-08-10
154395,2015-09-14
154395,2015-09-26
154395,2015-10-22
154395,2015-11-07
154395,2015-11-20
154395,2015-12-07
154395,2016-01-09
154395,2016-02-11
154395,2016-03-16
154395,2016-03-31
154395,2016-05-29
154395,2016-06-07
154395,2016-06-20
154395,2016-07-04
154395,2016-07-11
154395,2016-07-24
154395,2016-07-29
154395,2016-08-07
154395,2016-08-15
154395,2016-08-27
154395,2016-09-08
154395,2016-09-15
154395,2016-09-18
154395,2016-09-27
154395,2016-10-06
154395,2016-10-20
154395,2016-11-08
154395,2016-11-20
154395,2016-12-12
154395,2016-12-21
154395,2016-12-28
154395,2017-01-10
154395,2017-01-18
154395,2017-01-24
154395,2017-01-31
154395,2017-02-13
154395,2017-02-23
52811,2010-11-13
52811,2011-03-23
52811,2012-01-23
52811,2012-04-01
52811,2012-08-21
52811,2013-01-10
52811,2013-04-01
52811,2013-04-09
52811,2013-07-15
52811,2013-07-21
52811,2013-08-21
52811,2013-10-19
52811,2013-11-01
52811,2014-12-22
52811,2015-01-05
52811,2015-02-08
52811,2015-06-27
52811,2015-12-21
52811,2016-01-01
52811,2016-01-20
52811,2016-03-04
52811,2016-03-30
52811,2016-07-16
52811,2016-07-28
52811,2016-08-06
52811,2016-08-22
52811,2016-09-08
52811,2016-10-11
52811,2016-10-31
52811,2016-11-14
52811,2016-12-05
52811,2016-12-31
52811,2017-01-31
52811,2017-02-28
52811,2017-03-09
52811,2017-03-14
52811,2017-06-29
52811,2017-07-18
52811,2017-08-16
52811,2017-12-02
52811,2018-03-24
52811,2018-04-10
52811,2019-03-05
52811,2019-04-22
52811,2021-11-04
53494,2016-07-04
53494,2016-07-18
53494,2016-07-25
53494,2017-06-10
53494,2017-06-18
53494,2017-06-26
53494,2017-07-13
53494,2017-07-17
53494,2017-07-22
53494,2017-07-25
53494,2017-07-28
53494,2017-08-06
53494,2017-08-15
53494,2017-08-21
53494,2017-08-26
53494,2017-09-04
53494,2017-09-06
53494,2017-09-12
53494,2017-09-18
53494,2017-09-20
53494,2017-09-24
53494,2017-10-09
53494,2018-06-17
53494,2018-06-28
53494,2018-07-02
53494,2018-07-22
53494,2018-07-27
53494,2018-08-02
53494,2018-08-10
53494,2018-09-11
53494,2018-09-23
53494,2019-06-23
53494,2019-06-30
53494,2019-07-22
53494,2019-07-28
53494,2019-08-19
53494,2021-05-22
53494,2024-06-02
53494,2024-06-09
53494,2024-06-16
53494,2024-06-20
53494,2024-06-25
53494,2024-07-23
53494,2024-07-27
53494,2024-08-10
53494,2024-08-12
53494,2024-08-25
53494,2024-09-01
787045,2012-11-26
787045,2012-12-16
787045,2013-01-09
787045,2013-01-18
787045,2013-02-01
787045,2013-02-13
787045,2013-03-11
787045,2013-03-13
787045,2013-03-19
787045,2013-03-24
787045,2013-04-15
787045,2013-05-23
787045,2013-07-01
787045,2013-08-08
787045,2013-08-13
787045,2013-08-18
787045,2013-08-26
787045,2013-09-05
787045,2013-10-03
787045,2013-10-09
787045,2013-10-29
787045,2013-11-02
787045,2013-12-07
787045,2013-12-31
787045,2014-01-09
787045,2014-02-17
787045,2014-03-02
787045,2014-03-04
787045,2014-03-19
787045,2014-03-27
787045,2014-06-17
787045,2014-07-30
787045,2014-08-03
787045,2014-08-18
787045,2014-08-26
787045,2014-10-31
787045,2014-11-21
787045,2014-12-11
787045,2014-12-30
787045,2015-01-03
787045,2015-01-15
787045,2015-02-02
787045,2015-02-07
787045,2015-02-28
787045,2015-03-03
787045,2015-03-16
787045,2015-03-17
787045,2015-04-13
787045,2015-04-29
787045,2015-07-02
787045,2015-07-04
787045,2015-08-03
787045,2015-10-28
787045,2015-11-17
787045,2015-11-22
787045,2015-11-29
787045,2015-12-10
787045,2015-12-19
787045,2016-01-13
787045,2016-01-22
787045,2016-01-31
787045,2016-02-14
787045,2016-02-29
787045,2016-03-26
787045,2016-04-01
787045,2016-04-17
787045,2016-05-06
787045,2016-05-16
787045,2016-07-12
787045,2016-09-01
787045,2016-09-25
787045,2016-10-03
787045,2016-10-18
787045,2016-11-01
787045,2016-12-11
787045,2016-12-18
787045,2017-01-08
787045,2017-01-17
787045,2017-01-24
787045,2017-02-03
787045,2017-07-23
787045,2017-08-26
787045,2017-09-08
787045,2017-09-25
787045,2017-11-13
787045,2017-12-17
787045,2018-01-26
787045,2018-02-09
787045,2018-02-22
787045,2018-03-04
787045,2018-04-29
787045,2018-05-02
787045,2018-05-14
787045,2018-06-12
787045,2018-07-01
787045,2018-07-13
787045,2018-07-19
787045,2018-07-24
787045,2018-07-28
787045,2018-08-12
787045,2018-08-18
787045,2018-08-20
787045,2018-08-22
787045,2018-09-13
787045,2018-09-17
787045,2018-11-26
787045,2018-11-30
787045,2019-01-13
787045,2019-03-10
787045,2019-03-14
787045,2019-04-01
787045,2019-05-15
787045,2019-06-01
787045,2019-06-20
787045,2019-07-20
787045,2019-07-29
787045,2019-08-20
787045,2019-08-24
787045,2019-09-08
787045,2019-10-13
787045,2020-02-28
787045,2021-01-02
787045,2022-06-04
787045,2022-06-19
787045,2022-07-03
787045,2022-08-13
787045,2022-08-25
787045,2022-10-21
787045,2023-02-17
787045,2023-04-03
787045,2023-05-01
787045,2023-06-01
787045,2024-05-02
787045,2024-05-19
787045,2024-05-25
787045,2024-06-06
787045,2024-06-22
787045,2024-07-13
787045,2024-07-22
787045,2024-08-11
787045,2024-08-30
787045,2024-09-10
787045,2024-09-19
787045,2024-10-01
787045,2024-10-18
787045,2024-10-24
787045,2024-11-03
787045,2024-11-30
795701,2013-01-04
795701,2013-03-02
795701,2013-10-06
795701,2013-11-30
795701,2013-12-26
795701,2014-03-09
795701,2014-04-11
795701,2014-06-14
795701,2014-06-21
795701,2014-08-01
795701,2014-09-03
795701,2014-12-31
795701,2015-03-31
795701,2015-04-18
795701,2015-06-17
795701,2016-01-24
795701,2016-04-04
795701,2017-04-02
795701,2019-10-14
795701,2022-10-09
795701,2022-10-30
795701,2022-11-07
795701,2022-12-06
795701,2023-03-20
795701,2023-05-12
795701,2023-07-27
795701,2023-12-02
795701,2024-07-17
795701,2024-07-23
798444,2013-04-05
798444,2014-01-18
798444,2014-12-26
798444,2015-12-30
798444,2016-01-05
798444,2016-01-09
798444,2016-02-08
798444,2016-07-28
798444,2016-10-11
798444,2018-07-08
798444,2018-08-12
798444,2018-08-29
798444,2019-12-31
798444,2020-02-23
798444,2020-10-29
798444,2021-01-24
798444,2021-02-27
798444,2021-08-01
798444,2022-04-09
798444,2023-02-08
798444,2023-02-15
798444,2023-03-23
798444,2023-04-01
798444,2023-05-03
798444,2023-06-11
798444,2023-06-27
798444,2023-07-16
798444,2024-02-17
798444,2024-02-29
798444,2024-04-01
798444,2024-05-21
798444,2024-07-24
798444,2024-08-17
798444,2024-09-29
798444,2024-10-31
798444,2024-12-01
798907,2012-12-02
798907,2012-12-14
798907,2013-01-02
798907,2013-01-08
798907,2013-01-30
798907,2013-02-04
798907,2013-02-10
798907,2013-02-20
798907,2013-03-01
798907,2013-03-14
798907,2013-03-16
798907,2013-03-26
798907,2013-03-31
798907,2013-04-05
798907,2013-04-09
798907,2013-04-15
798907,2013-04-21
798907,2013-04-30
798907,2013-05-08
798907,2013-05-12
798907,2013-06-10
798907,2013-06-22
798907,2013-07-03
798907,2013-07-05
798907,2013-07-12
798907,2013-07-15
798907,2013-07-25
798907,2013-08-09
798907,2013-08-25
798907,2013-09-08
798907,2013-09-10
798907,2013-09-19
798907,2013-09-22
798907,2013-10-08
798907,2013-10-13
798907,2013-10-16
798907,2013-10-21
798907,2013-10-28
798907,2013-11-01
798907,2013-11-12
798907,2013-11-17
798907,2013-11-21
798907,2013-11-27
798907,2013-12-03
798907,2013-12-11
798907,2013-12-17
798907,2013-12-30
798907,2014-01-18
798907,2014-01-21
798907,2014-02-23
798907,2014-03-13
798907,2014-03-18
798907,2014-03-21
798907,2014-04-02
798907,2014-04-15
798907,2014-05-09
798907,2014-05-20
798907,2014-05-26
798907,2014-07-12
798907,2014-07-26
798907,2014-07-31
798907,2014-08-10
798907,2014-09-02
798907,2014-09-21
798907,2014-09-27
798907,2014-10-24
798907,2014-10-27
798907,2014-11-12
798907,2014-11-26
798907,2014-12-02
798907,2014-12-10
798907,2014-12-18
798907,2014-12-27
798907,2014-12-30
798907,2015-01-09
798907,2015-01-17
798907,2015-01-21
798907,2015-02-04
798907,2015-02-11
798907,2015-02-13
798907,2015-02-15
798907,2015-02-19
798907,2015-02-22
798907,2015-03-06
798907,2015-03-18
798907,2015-03-28
798907,2015-04-15
798907,2015-05-08
798907,2015-05-15
798907,2015-05-24
798907,2015-05-29
798907,2015-06-06
798907,2015-06-15
798907,2015-06-20
798907,2015-06-26
798907,2015-07-05
798907,2015-07-13
798907,2015-07-17
798907,2015-07-22
798907,2015-08-04
798907,2015-08-13
798907,2015-08-20
798907,2015-08-28
798907,2015-09-08
154395,2017-03-04
154395,2017-03-19
154395,2017-03-26
154395,2017-04-08
154395,2017-04-12
154395,2017-04-17
154395,2017-04-24
154395,2017-04-29
154395,2017-05-16
154395,2017-06-05
154395,2017-06-14
154395,2017-06-19
154395,2017-06-28
154395,2017-07-04
154395,2017-07-12
154395,2017-07-22
154395,2017-07-30
154395,2017-08-06
154395,2017-08-13
154395,2017-08-26
154395,2017-09-03
154395,2017-09-11
154395,2017-09-18
154395,2017-09-24
154395,2017-11-03
154395,2017-11-11
154395,2017-11-20
154395,2017-11-23
154395,2017-11-28
154395,2018-01-09
154395,2018-01-15
154395,2018-01-27
154395,2018-02-15
154395,2018-02-20
154395,2018-02-24
154395,2018-04-03
154395,2018-04-10
154395,2018-04-20
154395,2018-05-03
154395,2018-05-08
154395,2018-05-18
154395,2018-05-28
154395,2018-07-14
154395,2018-07-22
154395,2018-08-10
154395,2018-08-20
154395,2018-09-02
154395,2018-09-21
154395,2018-10-02
154395,2018-10-07
154395,2018-10-21
154395,2018-11-04
154395,2018-11-18
154395,2018-12-04
154395,2018-12-26
154395,2019-01-05
154395,2019-03-21
154395,2019-04-01
154395,2019-04-20
154395,2019-05-06
154395,2019-06-19
154395,2019-06-29
154395,2019-07-08
154395,2019-07-19
154395,2019-08-02
154395,2019-08-12
154395,2019-08-21
154395,2019-08-29
154395,2019-09-09
154395,2019-09-16
154395,2019-09-30
154395,2019-10-15
154395,2019-10-22
154395,2019-11-16
154395,2019-12-23
154395,2020-01-09
154395,2020-01-26
154395,2020-03-31
154395,2021-01-29
154395,2021-03-04
154395,2021-03-14
154395,2021-04-02
154395,2021-04-24
154395,2021-05-17
154395,2021-06-11
154395,2021-07-17
154395,2021-09-12
154395,2021-10-24
154395,2021-12-27
154395,2022-01-17
154395,2022-01-30
154395,2022-02-18
154395,2022-02-26
154395,2022-03-13
154395,2022-03-27
154395,2022-04-22
154395,2022-05-11
154395,2022-05-22
154395,2022-06-03
154395,2022-07-02
154395,2022-07-13
154395,2022-07-23
154395,2022-08-06
154395,2022-09-25
154395,2022-10-11
154395,2022-12-16
154395,2023-01-02
154395,2023-01-26
154395,2023-02-07
154395,2023-03-06
154395,2023-04-12
154395,2023-05-16
154395,2023-06-07
154395,2023-06-26
154395,2023-07-16
154395,2023-07-27
154395,2023-08-22
154395,2023-09-10
154395,2023-09-28
154395,2023-10-07
154395,2023-10-15
154395,2023-10-28
154395,2023-12-01
154395,2023-12-24
154395,2024-01-01
154395,2024-01-11
154395,2024-01-26
154395,2024-03-11
154395,2024-03-20
154395,2024-03-27
154395,2024-07-09
154395,2024-07-22
154395,2024-08-04
154395,2024-08-10
154395,2024-08-21
154395,2024-09-05
154395,2024-09-13
154395,2024-09-23
154395,2024-11-10
154615,2011-08-09
154615,2011-11-05
154615,2011-11-20
154615,2011-12-22
154615,2012-06-10
154615,2012-11-13
154615,2013-02-15
154615,2013-04-01
154615,2013-07-15
154615,2013-08-25
154615,2013-09-08
154615,2013-10-04
154615,2014-04-10
154615,2014-08-31
154615,2014-10-08
154615,2014-12-13
154615,2015-01-27
154615,2015-04-12
154615,2015-08-02
154615,2015-08-12
154615,2015-10-13
154615,2015-11-01
154615,2016-01-09
154615,2016-07-11
154615,2016-07-23
154615,2016-08-07
154615,2016-10-02
154615,2017-08-03
154615,2017-11-06
154615,2018-03-21
154615,2018-03-31
154615,2018-04-27
154615,2019-04-06
154615,2019-04-27
154615,2019-05-31
154615,2019-07-01
154615,2019-08-11
154615,2019-10-26
154615,2019-12-19
154615,2020-12-10
154615,2021-03-28
154615,2021-04-04
154615,2021-04-11
154615,2021-04-18
154615,2021-04-25
154615,2022-05-07
154615,2022-05-15
154615,2022-06-02
154615,2022-06-07
154615,2022-06-26
154615,2022-07-15
154615,2022-10-01
154615,2022-10-29
154615,2022-11-27
154615,2023-01-07
154615,2023-01-24
154615,2023-01-27
154615,2023-02-26
154615,2023-04-02
154615,2023-04-14
154615,2023-04-21
154615,2023-05-13
154615,2023-06-04
154615,2023-06-12
154615,2023-07-16
154615,2023-07-22
154615,2023-08-06
154615,2023-08-25
154615,2023-10-16
154615,2023-10-29
154615,2024-02-11
154615,2024-03-14
154615,2024-05-25
154615,2024-08-16
154615,2024-08-25
154615,2024-08-31
154615,2024-09-27
154615,2024-10-04
154615,2024-11-10
154615,2024-12-17
160729,2019-01-24
160729,2019-02-16
160729,2019-02-22
160729,2019-03-02
160729,2019-03-06
160729,2019-03-19
160729,2019-03-24
160729,2019-03-29
160729,2019-04-01
160729,2019-04-04
160729,2019-04-09
160729,2019-04-25
160729,2019-05-04
160729,2019-05-12
160729,2019-05-18
160729,2019-07-29
160729,2019-10-03
181005,2015-02-01
181005,2017-10-16
181005,2019-01-21
181005,2023-03-13
181005,2023-07-19
181005,2023-09-01
181005,2024-08-06
191754,2011-10-23
191754,2012-07-17
191754,2012-07-29
191754,2012-08-18
191754,2012-11-18
191754,2012-11-26
191754,2012-12-15
191754,2013-01-06
191754,2013-01-11
191754,2013-01-19
191754,2013-02-20
191754,2013-02-26
191754,2013-04-14
191754,2013-08-06
191754,2013-11-14
191754,2014-01-14
191754,2014-01-28
191754,2014-02-24
191754,2014-07-15
191754,2014-07-28
191754,2014-08-13
191754,2014-10-14
191754,2014-11-18
191754,2014-12-06
191754,2014-12-28
191754,2015-01-06
191754,2015-01-18
191754,2015-05-09
191754,2015-06-25
191754,2015-07-26
191754,2015-09-07
191754,2015-09-15
191754,2015-09-21
191754,2015-10-02
191754,2015-10-15
191754,2015-10-26
191754,2015-11-03
191754,2015-11-09
191754,2015-12-12
191754,2015-12-16
191754,2015-12-25
191754,2016-01-05
191754,2016-01-17
191754,2016-02-15
191754,2016-03-11
191754,2016-04-30
191754,2016-05-18
191754,2016-05-28
191754,2016-06-10
191754,2016-07-20
191754,2016-07-26
191754,2016-08-02
191754,2016-08-23
191754,2016-08-29
191754,2016-09-14
191754,2016-09-27
191754,2016-10-11
191754,2016-10-21
191754,2016-12-11
191754,2017-02-19
191754,2017-02-27
191754,2017-03-04
191754,2017-03-16
191754,2017-03-28
191754,2017-04-05
191754,2017-04-19
191754,2017-06-09
191754,2017-06-23
191754,2017-07-23
191754,2017-07-31
798907,2015-09-15
798907,2015-09-24
798907,2015-11-07
798907,2015-11-13
798907,2015-11-19
798907,2015-11-23
798907,2015-12-05
798907,2015-12-10
798907,2015-12-19
798907,2016-01-03
798907,2016-01-05
798907,2016-01-12
798907,2016-01-26
798907,2016-02-09
798907,2016-03-08
798907,2016-03-16
798907,2016-04-07
798907,2016-04-16
798907,2016-04-29
798907,2016-05-27
798907,2016-06-23
798907,2016-07-01
798907,2016-07-18
798907,2016-08-01
798907,2016-08-15
798907,2016-08-23
798907,2016-09-07
798907,2016-09-11
798907,2016-09-24
798907,2016-10-11
798907,2016-10-24
798907,2016-11-02
798907,2016-11-08
798907,2016-12-14
798907,2016-12-29
798907,2017-01-05
798907,2017-01-23
798907,2017-03-03
798907,2017-06-06
798907,2017-06-17
798907,2017-07-03
798907,2017-07-25
798907,2017-07-26
798907,2017-08-06
798907,2017-08-18
798907,2017-09-24
798907,2017-10-02
798907,2017-10-11
798907,2017-12-13
798907,2018-07-20
798907,2018-08-12
798907,2018-11-02
798907,2019-02-21
798907,2019-04-06
798907,2019-05-09
798907,2019-05-20
798907,2019-05-23
798907,2019-05-28
798907,2019-06-21
798907,2019-06-30
798907,2019-07-20
798907,2019-07-27
798907,2019-08-01
798907,2019-08-20
798907,2019-08-27
798907,2019-09-03
798907,2019-09-18
798907,2019-09-20
798907,2019-09-22
798907,2019-10-04
798907,2019-10-06
798907,2019-10-12
798907,2019-10-20
798907,2019-11-21
798907,2019-11-26
798907,2019-12-04
798907,2019-12-23
798907,2019-12-29
798907,2020-01-02
798907,2020-01-18
798907,2020-01-23
798907,2020-02-21
798907,2020-03-22
798907,2020-04-26
798907,2020-05-23
798907,2020-07-31
798907,2020-08-30
798907,2020-09-07
798907,2020-09-20
798907,2020-09-25
798907,2020-11-08
798907,2020-11-13
798907,2020-11-19
798907,2020-11-30
798907,2020-12-04
798907,2020-12-11
798907,2020-12-23
798907,2020-12-28
798907,2021-01-10
